id,path
35192,14 8 63 24 42 43 67 43 25 43 36 9 11
12325,14 8 15 33 53 54 25 34 20 9 11
30481,1 8 104 112 33 24 25 34 113 105 9 4
49141,1 8 57 53 54 25 43 36 9 11
25204,14 8 61 58 59 25 54 36 9 4
27695,28 24 42 43 67 43 66 9 4
1265,1 2 24 25 43 40 66 9 4
10124,1 8 56 49 33 42 43 67 25 6 9 11
57329,14 8 49 33 24 25 64 50 9 4
25205,14 8 61 58 59 25 54 36 9 11
22804,14 8 19 20 83 6 9 11
30145,14 8 49 33 34 34 50 50 9 11
49142,1 8 57 53 54 25 43 36 9 4
1266,1 2 24 25 43 40 66 9 11
36212,14 8 49 56 53 53 24 25 6 10 9 4
48263,14 8 57 24 58 24 25 64 9 4
57330,14 8 49 33 24 25 64 50 9 11
20843,77 24 42 24 25 54 9 11
30146,14 8 49 33 34 34 50 50 9 4
42368,14 8 35 75 39 42 43 25 34 9 11
20844,77 24 42 24 25 54 9 4
22906,1 8 82 5 6 22 18 7
36206,14 8 49 56 53 53 24 25 6 10 9 11
42367,14 8 35 75 39 42 43 25 34 9 4
55612,12 19 73 53 54 25 43 66 83 9 4
22805,14 8 19 20 83 6 9 4
39518,1 71 31 32 25 6 18 7
52254,12 5 42 24 25 43 40 66 50 9 11
33902,14 71 31 32 25 43 67 29 7
7721,1 8 104 65 66 50 9 4
7722,1 8 104 65 66 50 9 11
9849,1 8 35 42 43 6 9 4
15890,14 8 15 5 15 16 16 6 16 9 4
9848,1 8 35 42 43 6 9 11
58677,14 8 73 75 42 24 53 24 25 43 62 9 11
15889,14 8 15 5 15 16 16 6 16 9 11
48262,14 8 57 24 58 24 25 64 9 11
19078,1 8 49 63 64 50 9 11
14239,14 8 33 34 50 22 18 9 4
58676,14 8 73 75 42 24 53 24 25 43 62 9 4
56727,1 8 61 53 54 25 6 10 50 9 4
16194,1 8 49 5 24 25 6 9 11
19077,1 8 49 63 64 50 9 4
32925,14 8 15 17 5 53 24 25 6 7
16195,1 8 49 5 24 25 6 9 4
50798,14 8 104 56 24 25 29 9 4
8151,12 65 42 24 58 24 25 43 6 11
64957,1 8 61 53 54 25 6 10 50 9 11
6815,12 89 33 24 25 6 16 9 4
32924,14 8 15 17 5 53 24 25 6 11
50797,14 8 104 56 24 25 29 9 11
17117,14 8 37 42 24 53 24 25 6 7
14238,14 8 33 34 50 22 18 9 11
33178,1 5 24 53 24 42 24 25 6 11
4428,1 8 17 73 42 43 25 43 87 7
5289,1 8 65 39 42 24 25 29 9 4
18858,1 8 56 24 58 24 25 43 64 9 11
4728,12 82 83 9 4
5219,14 8 21 33 24 42 43 67 25 34 9 4
23543,14 8 15 33 24 42 24 53 24 58 24 25 29 7
44082,1 8 15 49 73 75 42 43 25 3 4
4729,12 82 83 9 11
5218,14 8 21 33 24 42 43 67 25 34 9 11
18857,1 8 56 24 58 24 25 43 64 9 4
39794,14 8 49 92 93 25 34 50 9 4
35317,1 8 33 24 53 24 42 43 67 43 62 7
44083,1 8 15 49 73 75 42 43 25 3 11
7004,12 19 15 5 6 16 20 9 4
54610,14 8 56 53 54 64 18 50 9 4
62128,1 8 15 49 49 33 34 16 9 4
39795,14 8 49 92 93 25 34 50 9 11
62301,1 8 49 49 49 17 49 33 24 25 34 50 9 11
38731,14 30 31 32 25 34 16 7
7003,12 19 15 5 6 16 20 9 11
62129,1 8 15 49 49 33 34 16 9 11
62302,1 8 49 49 49 17 49 33 24 25 34 50 9 4
63439,1 5 63 24 25 25 3 4
65072,14 8 49 49 13 5 53 24 53 24 25 6 11
16815,1 8 56 53 54 25 43 40 76 38 50 7
65073,14 8 49 49 13 5 53 24 53 24 25 6 7
41765,1 8 82 110 24 25 109 7
61138,14 8 5 65 66 9 4
63438,1 5 63 24 25 25 3 11
43294,1 8 17 86 42 43 34 50 16 9 4
33058,14 8 15 16 22 9 11
32425,1 5 24 25 6 18 9 11
61139,14 8 5 65 66 9 11
61596,14 8 33 34 34 34 7
62271,14 8 49 17 49 56 42 43 67 26
33059,14 8 15 16 22 9 4
32424,1 5 24 25 6 18 9 4
5294,1 8 65 39 42 24 25 29 9 11
54264,12 65 42 43 67 25 43 66 83 50 9 4
40966,12 19 33 24 25 34 16 16 7
43475,14 8 17 49 63 42 24 53 24 25 54 34 6 7
43293,1 8 17 86 42 43 34 50 16 9 11
43474,14 8 17 49 63 42 24 53 24 25 54 34 6 11
56355,1 8 5 24 42 43 67 25 54 34 7
15089,14 8 33 24 42 24 53 24 25 43 40 66 9 11
24674,14 8 17 49 63 42 24 53 24 25 54 34 9 4
54265,12 65 42 43 67 25 43 66 83 50 9 11
60646,14 8 104 35 42 43 29 90 7
7782,14 8 104 15 16 105 9 11
24366,1 8 17 61 75 76 74 7
30750,1 8 49 33 34 101 50 18 7
38907,1 8 49 19 21 22 18 7
7783,14 8 104 15 16 105 9 4
52178,1 8 49 86 58 59 25 34 47 50 9 4
16886,12 65 58 24 25 54 34 9 4
24491,14 8 21 5 24 92 24 25 29 7
3485,12 5 24 25 59 9 11
16885,12 65 58 24 25 54 34 9 11
3948,12 24 25 25 64 18 9 4
54340,77 42 24 25 54 34 7
15088,14 8 33 24 42 24 53 24 25 43 40 66 9 4
24675,14 8 17 49 63 42 24 53 24 25 54 34 9 11
63732,14 8 15 15 49 33 53 24 25 34 7
48795,14 8 37 53 54 60 9 4
56922,14 8 17 37 42 43 34 18 9 11
19024,1 5 33 24 58 24 25 59 76 74 7
57127,12 17 73 53 54 25 3 4
60582,1 8 15 15 33 24 25 34 50 9 11
25992,1 8 17 49 19 82 83 22 7
60581,1 8 15 15 33 24 25 34 50 9 4
46348,14 8 56 24 53 54 25 43 66 9 11
47679,14 8 35 42 24 25 34 9 4
3949,12 24 25 25 64 18 9 11
57126,12 17 73 53 54 25 3 11
13156,1 8 15 49 112 61 94 95 50 9 11
46347,14 8 56 24 53 54 25 43 66 9 4
53548,1 8 21 110 24 58 24 25 59 62 9 11
53929,1 8 21 110 24 58 24 25 59 62 9 4
13155,1 8 15 49 112 61 94 95 50 9 4
48796,14 8 37 53 54 60 9 11
49181,14 8 65 75 76 66 90 7
9599,1 8 17 21 15 33 24 25 43 74 9 11
33061,14 8 15 16 22 6 7
33328,1 8 33 24 70 42 24 25 54 55 9 4
22590,1 8 82 5 6 22 9 11
46079,1 8 57 53 54 25 43 36 16 50 9 4
57113,12 17 73 53 54 25 6 7
33060,14 8 15 16 22 6 11
33329,1 8 33 24 70 42 24 25 54 55 9 11
39549,12 15 73 75 58 59 25 34 105 9 11
14266,1 8 13 5 24 25 34 50 9 4
22589,1 8 82 5 6 22 9 4
39550,12 15 73 75 58 59 25 34 105 9 4
53968,1 8 5 33 24 25 43 74 9 11
57112,12 17 73 53 54 25 6 11
56960,12 5 24 53 24 25 43 38 18 9 4
17116,14 8 37 42 24 53 24 25 6 11
9134,12 65 42 43 67 43 25 60 9 4
9411,12 49 33 24 25 41
43446,1 8 73 53 54 25 64 9 4
13338,45 46 5 33 53 24 25 59 62 9 11
47678,14 8 35 42 24 25 34 9 11
14265,1 8 13 5 24 25 34 50 9 11
32029,1 8 112 15 17 82 33 70 42 24 25 29 9 4
63454,12 35 53 24 24 25 25 3 4
56923,14 8 17 37 42 43 34 18 9 4
43447,1 8 73 53 54 25 64 9 11
25839,1 8 49 5 15 33 24 53 24 25 34 83 20 9 4
32028,1 8 112 15 17 82 33 70 42 24 25 29 9 11
63455,12 35 53 24 24 25 25 3 11
37589,14 8 15 112 13 5 24 53 24 25 54 34 9 4
25838,1 8 49 5 15 33 24 53 24 25 34 83 20 9 11
56961,12 5 24 53 24 25 43 38 18 9 11
13922,14 8 15 33 53 54 74 9 4
37578,1 8 35 53 54 6 113 16 9 4
43259,14 8 49 82 83 16 7
64773,1 8 49 51 15 33 24 25 55 9 4
9600,1 8 17 21 15 33 24 25 43 74 9 4
13923,14 8 15 33 53 54 74 9 11
64774,1 8 49 51 15 33 24 25 55 9 11
62920,23 24 25 54 34 9 4
54288,14 8 65 75 42 43 25 6 18 9 11
12473,1 8 73 53 54 25 43 66 50 9 4
63689,14 8 15 49 33 24 58 24 25 34 9 11
46547,14 8 49 19 17 24 25 64 50 9 4
41663,1 8 5 42 24 25 60 9 4
55311,1 8 56 70 42 24 53 24 25 6 11
63693,14 8 15 49 33 24 58 24 25 34 9 4
55312,1 8 56 70 42 24 53 24 25 6 7
41662,1 8 5 42 24 25 60 9 11
32965,12 17 49 63 53 24 25 34 6 9 11
27337,1 8 33 34 95 66 9 4
32688,12 19 33 24 25 34 6 11
27336,1 8 33 34 95 66 9 11
32964,12 17 49 63 53 24 25 34 6 9 4
62777,12 17 37 75 76 74 9 4
5171,1 8 57 24 70 42 24 25 43 25 34 9 11
58747,1 8 69 21 5 6 22 44 9 4
58108,12 17 37 75 76 74 9 11
17912,14 8 82 33 24 25 43 83 7
5170,1 8 57 24 70 42 24 25 43 25 34 9 4
3869,14 8 61 42 43 25 3 4
54287,14 8 65 75 42 43 25 6 18 9 4
3868,14 8 61 42 43 25 3 11
58748,1 8 69 21 5 6 22 44 9 11
31437,1 8 112 61 39 42 43 29 7
59266,14 8 65 39 42 43 6 22 7
7219,12 17 49 15 33 24 53 24 25 6 10 9 4
19475,1 8 49 19 63 24 25 109 9 4
176,14 8 37 39 40 38 9 4
34546,1 8 33 33 42 43 67
19124,14 8 49 33 24 53 24 53 24 25 54 34 7
63557,1 8 49 61 53 54 34 6 11
10247,12 33 24 70 42 24 42 43 67 43 66 7
19476,1 8 49 19 63 24 25 109 9 11
177,14 8 37 39 40 38 9 11
36509,1 5 5 42 43 34 50 9 4
4265,12 86 75 80 42 24 25 34 20 9 4
5797,1 8 17 33 24 25 64 22 20 9 4
39006,14 8 13 5 24 25 43 76 87 9 4
4264,12 86 75 80 42 24 25 34 20 9 11
5791,1 8 17 33 24 25 64 22 20 9 11
56010,14 8 33 24 42 43 67 43 36 50 9 4
5222,14 8 21 33 24 42 43 67 25 34 16 7
40217,1 8 49 15 33 24 53 24 25 34 50 7
56033,14 8 33 24 42 43 67 43 36 50 9 11
50011,1 8 104 56 70 42 24 25 29 9 11
39118,14 8 49 49 33 34 9 4
7220,12 17 49 15 33 24 53 24 25 6 10 9 11
4888,12 19 33 24 25 34 9 4
15845,12 17 49 15 33 53 24 25 6 10 9 4
21525,14 8 42 24 25 29 9 4
27372,1 8 73 75 42 43 25 43 66 9 4
39117,14 8 49 49 33 34 9 11
4889,12 19 33 24 25 34 9 11
12474,1 8 73 53 54 25 43 66 50 9 11
42449,14 8 51 15 16 7
41446,12 114 33 24 25 34 40 76 66 107 9 4
15846,12 17 49 15 33 53 24 25 6 10 9 11
21524,14 8 42 24 25 29 9 11
27373,1 8 73 75 42 43 25 43 66 9 11
36508,1 5 5 42 43 34 50 9 11
24355,14 8 49 61 75 76 74 50 9 4
24268,12 33 33 53 54 36 9 4
28401,1 8 13 5 24 25 43 40 66 7
687,14 8 13 5 24 25 54 36 9 11
55427,1 8 56 24 24 42 24 25 54 34 9 11
24269,12 33 33 53 54 36 9 11
33795,14 8 112 33 24 25 34 47 48
59734,1 8 35 75 58 59 25 43 38 50 9 11
22618,14 8 82 83 20 83 6 11
61115,14 8 33 24 58 24 25 54 34 7
59737,1 8 35 75 58 59 25 43 38 50 9 4
8294,14 8 61 42 43 25 6 7
50042,1 8 104 56 70 42 24 25 29 9 4
20329,1 8 15 33 24 42 24 25 34 50 9 4
8293,14 8 61 42 43 25 6 11
39005,14 8 13 5 24 25 43 76 87 9 11
24358,14 8 49 61 75 76 74 50 9 11
20330,1 8 15 33 24 42 24 25 34 50 9 11
31249,14 8 15 16 22 47 48
16905,1 8 49 49 24 25 6 18 9 11
16906,1 8 49 49 24 25 6 18 9 4
53917,1 8 85 24 53 24 58 24 25 29 7
29655,1 8 21 33 24 58 24 25 29 7
42554,14 8 73 94 95 18 16 9 4
42555,14 8 73 94 95 18 16 9 11
8614,12 5 24 25 43 66 9 11
18068,14 8 82 33 24 25 43 87 7
64297,14 8 33 24 25 34 47 6 16 7
44779,14 8 15 17 73 53 54 25 34 18 9 11
686,14 8 13 5 24 25 54 36 9 4
2287,1 8 56 24 42 43 67 25 26
8615,12 5 24 25 43 66 9 4
44621,14 8 15 17 73 53 54 25 34 18 9 4
14949,1 8 57 19 33 24 25 64 18 9 11
5865,1 8 49 33 24 25 54 34 9 11
58820,14 8 82 86 42 43 25 34 16 22 9 11
3012,12 89 19 19 19 17 49 15 33 24 25 60 9 4
37909,14 8 46 21 33 24 25 34 83 9 11
5864,1 8 49 33 24 25 54 34 9 4
6814,12 89 33 24 25 6 16 9 11
40520,1 8 5 33 24 42 43 67 25 6 11
26429,14 8 19 19 63 24 53 24 25 29 83 9 4
31143,14 8 98 100 33 24 25 54 38 9 11
26428,14 8 19 19 63 24 53 24 25 29 83 9 11
14950,1 8 57 19 33 24 25 64 18 9 4
37910,14 8 46 21 33 24 25 34 83 9 4
58821,14 8 82 86 42 43 25 34 16 22 9 4
9606,1 8 49 61 94 77 42 24 25 43 66 9 11
50448,1 8 56 53 24 24 25 59 62 7
17756,12 82 39 40 62 9 4
5250,1 8 33 34 83 20 16 9 4
17755,12 82 39 40 62 9 11
34088,1 8 104 33 24 25 59 87 9 11
5249,1 8 33 34 83 20 16 9 11
51975,14 8 13 5 24 25 54 36 6 11
35840,1 8 17 49 86 87 9 4
59864,14 8 73 53 54 25 34 18 50 9 4
16696,12 77 24 70 42 24 42 43 67 25 6 11
54789,14 8 17 5 77 42 43 67 29 40 6 9 4
29812,1 8 112 5 19 20 6 113 9 11
59863,14 8 73 53 54 25 34 18 50 9 11
29811,1 8 112 5 19 20 6 113 9 4
52575,12 49 15 65 42 24 25 84 9 4
16697,12 77 24 70 42 24 42 43 67 25 6 7
13022,14 8 112 33 34 7
35839,1 8 17 49 86 87 9 11
56717,14 8 17 5 77 42 43 67 29 40 6 9 11
57991,12 78 24 42 43 67 25 64 9 4
61341,1 8 49 35 75 58 59 25 34 50 16 9 11
835,14 8 15 16 16 18 9 11
54885,1 8 17 49 33 24 25 6 47 9 11
28513,14 8 82 49 5 53 24 25 6 11
41283,12 5 24 25 43 66 6 11
28514,14 8 82 49 5 53 24 25 6 7
17886,14 8 21 5 33 24 25 34 9 4
32834,14 8 49 49 33 34 16 7
55317,14 8 56 70 42 24 53 24 25 6 9 11
19059,1 8 49 86 42 43 34 7
57992,12 78 24 42 43 67 25 64 9 11
51976,14 8 49 17 49 17 18 7
2818,1 8 35 36 16 7
19725,12 15 17 35 53 54 25 34 9 11
30273,1 8 13 5 24 92 24 42 43 67 25 6 11
55318,14 8 56 70 42 24 53 24 25 6 9 4
17887,14 8 21 5 33 24 25 34 9 11
54133,1 8 49 61 42 24 53 24 25 54 36 9 4
8739,1 8 35 36 18 7
19899,14 8 56 15 5 53 24 25 6 11
19726,12 15 17 35 53 54 25 34 9 4
48001,1 8 17 19 19 17 33 24 25 6 11
17536,1 8 17 49 49 86 42 43 34 9 11
42600,14 8 33 24 42 24 58 24 25 93 25 6 7
47483,12 33 24 25 54 25 64 50 9 11
19900,14 8 56 15 5 53 24 25 6 7
42599,14 8 33 24 42 24 58 24 25 93 25 6 11
40518,1 8 5 33 24 42 43 67 25 3 11
40519,1 8 5 33 24 42 43 67 25 3 4
26437,14 8 49 42 43 54 34 20 7
17537,1 8 17 49 49 86 42 43 34 9 4
46614,14 8 65 42 43 6 18 20 7
12583,1 8 49 33 34 16 20 18 9 4
24984,1 8 17 49 19 82 83 9 4
3011,12 89 19 19 19 17 49 15 33 24 25 60 9 11
58833,14 8 21 33 24 42 43 67 25 34 22 7
24983,1 8 17 49 19 82 83 9 11
45410,1 8 49 5 24 42 43 67 25 111 9 11
61253,1 8 49 61 42 43 34 18 9 4
26048,1 8 49 33 34 83 20 6 9 11
4647,14 8 61 42 43 25 43 38 16 50 9 4
22568,14 8 82 83 20 83 9 4
56036,1 8 49 61 42 43 34 18 9 11
45411,1 8 49 5 24 42 43 67 25 111 9 4
62273,1 8 49 49 49 17 49 56 42 43 67 26
22567,14 8 82 83 20 83 9 11
12587,1 8 49 33 34 16 20 18 9 11
26047,1 8 49 33 34 83 20 6 9 4
3492,1 8 13 5 24 25 59 9 11
3491,1 8 13 5 24 25 59 9 4
4648,14 8 61 42 43 25 43 38 16 50 9 11
43802,1 8 35 36 20 7
16755,1 5 24 70 42 70 42 24 42 43 67 25 43 36 9 11
16756,1 5 24 70 42 70 42 24 42 43 67 25 43 36 9 4
26683,1 8 49 65 42 24 53 24 25 43 76 66 9 11
50822,14 8 49 65 42 24 25 43 74 50 9 11
45777,1 8 21 33 24 58 24 25 43 26
50823,14 8 49 65 42 24 25 43 74 50 9 4
834,14 8 15 16 16 18 9 4
26684,1 8 49 65 42 24 53 24 25 43 76 66 9 4
36126,1 8 61 75 76 66 50 9 11
6125,12 15 35 58 59 25 43 87 50 9 11
57888,1 8 37 42 43 25 64 7
36125,1 8 61 75 76 66 50 9 4
6126,12 15 35 58 59 25 43 87 50 9 4
9001,1 8 35 75 58 24 42 43 67 43 40 66 9 4
37490,1 2 24 25 34 52 9 11
42725,14 8 33 24 42 24 96 97 36 9 4
3687,1 71 31 32 25 6 9 11
3686,1 71 31 32 25 6 9 4
37491,1 2 24 25 34 52 9 4
54837,1 8 65 42 43 67 43 76 66 7
32043,14 8 5 80 42 43 25 34 9 11
62857,1 8 5 24 58 24 42 43 67 43 25 59 40 87 9 4
31344,1 8 73 58 59 25 43 76 74 9 4
39140,12 49 33 24 25 34 50 50 7
55103,12 15 49 5 35 42 24 53 24 25 43 66 9 11
31345,1 8 73 58 59 25 43 76 74 9 11
32042,14 8 5 80 42 43 25 34 9 4
14455,12 77 42 24 42 43 67 25 3 4
62856,1 8 5 24 58 24 42 43 67 43 25 59 40 87 9 11
14456,12 77 42 24 42 43 67 25 3 11
53264,14 2 24 24 25 43 66 9 11
58386,12 15 49 5 35 42 24 53 24 25 43 66 9 4
3829,14 8 33 70 42 24 25 34 7
37308,14 8 19 5 33 24 53 24 25 54 34 7
53263,14 2 24 24 25 43 66 9 4
9002,1 8 35 75 58 24 42 43 67 43 40 66 9 11
22484,14 8 82 83 20 83 16 7
37086,1 8 35 36 22 7
30227,14 8 92 93 25 34 9 11
8798,12 17 5 33 24 25 54 36 9 4
30226,14 8 92 93 25 34 9 4
23329,1 8 17 49 5 6 18 7
2742,1 8 37 42 43 25 43 87 9 11
28996,14 8 33 53 54 16 9 11
42660,1 8 73 94 33 24 25 93 9 4
11685,12 5 24 42 43 67 25 43 67 6 11
42724,14 8 33 24 42 24 96 97 36 9 11
2743,1 8 37 42 43 25 43 87 9 4
16106,1 8 82 80 42 53 24 25 29 7
42656,1 8 73 94 33 24 25 93 9 11
13066,14 8 56 15 33 24 25 34 113 9 11
43649,1 8 17 17 17 19 21 22 7
59793,14 8 49 17 33 42 43 67 34 9 4
36901,14 8 51 33 24 25 34 7
17396,14 8 33 24 25 59 25 34 50 60 9 11
51588,12 17 49 33 24 25 6 11
59794,14 8 49 17 33 42 43 67 34 9 11
4204,12 61 53 54 84 9 11
13093,14 8 33 24 25 59 25 34 50 60 9 4
51589,12 17 49 33 24 25 6 7
64322,1 8 5 42 24 25 59 38 7
29738,14 8 69 5 24 25 26
29739,14 8 69 5 24 25 27
64817,1 8 56 53 54 25 6 52 50 52 9 4
11691,12 65 66 9 11
61171,1 8 86 75 42 43 29 9 4
48227,1 8 17 49 65 42 43 25 43 62 50 9 4
54125,12 77 42 24 25 54 36 9 11
6431,1 8 49 33 24 25 59 87 50 9 11
6736,14 8 33 24 42 24 58 24 25 6 16 20 16 9 11
19278,12 33 53 54 76 36 7
64816,1 8 56 53 54 25 6 52 50 52 9 11
12102,1 8 69 5 24 25 34 16 6 11
11690,12 65 66 9 4
54126,12 77 42 24 25 54 36 9 4
2912,14 8 33 34 16 20 20 9 4
58183,14 8 15 104 33 34 16 7
6737,14 8 33 24 42 24 58 24 25 6 16 20 16 9 4
34033,14 8 77 24 25 43 29 7
34300,14 8 65 42 43 34 105 9 4
36687,1 8 82 65 42 24 53 24 25 43 66 7
48226,1 8 17 49 65 42 43 25 43 62 50 9 11
61170,1 8 86 75 42 43 29 9 11
34299,14 8 65 42 43 34 105 9 11
54884,1 8 17 49 33 24 25 6 47 9 4
18204,12 17 5 19 82 78 24 25 43 36 7
64086,14 8 49 5 24 53 24 53 24 25 54 36 9 11
2913,14 8 33 34 16 20 20 9 11
62919,23 24 25 54 34 9 11
59632,14 8 49 65 42 43 25 34 16 7
64083,14 8 49 5 24 53 24 53 24 25 54 36 9 4
8855,1 5 42 43 67 25 34 22 18 9 11
50740,14 8 92 93 25 34 6 11
64201,1 5 24 53 24 42 24 25 29 7
10718,1 8 56 49 33 24 53 24 25 54 34 9 11
48121,1 8 35 58 59 25 60 9 4
10719,1 8 56 49 33 24 53 24 25 54 34 9 4
37160,1 8 49 33 53 24 25 34 50 18 9 4
40664,14 8 19 82 94 95 9 4
39141,14 8 33 24 25 34 50 50 9 11
34030,14 8 77 24 25 43 6 11
37718,12 19 15 33 24 58 24 25 6 11
40177,1 8 49 86 42 43 25 41
38538,14 8 15 16 16 18 18 7
14727,12 65 42 24 25 54 34 9 11
14486,12 73 53 54 64 9 4
39142,14 8 33 24 25 34 50 50 9 4
40661,14 8 19 82 94 95 9 11
14487,12 73 53 54 64 9 11
8715,14 8 5 6 50 18 9 11
51650,1 8 86 75 75 42 43 25 43 66 7
17291,28 42 24 42 43 67 43 66 50 9 4
39103,1 8 17 86 58 59 25 34 50 9 11
37156,1 8 49 33 53 24 25 34 50 18 9 11
2187,14 8 19 17 49 63 24 25 55 9 11
39104,1 8 17 86 58 59 25 34 50 9 4
17199,12 21 33 24 25 43 66 83 7
54425,1 8 49 13 5 24 25 43 76 38 50 9 11
16635,14 8 5 24 42 43 67 25 79 9 4
2188,14 8 19 17 49 63 24 25 55 9 4
59981,14 8 56 53 54 25 43 36 18 50 16 9 11
54424,1 8 49 13 5 24 25 43 76 38 50 9 4
44489,14 8 33 24 25 34 6 50 9 4
173,1 8 35 36 9 11
172,1 8 35 36 9 4
16636,14 8 5 24 42 43 67 25 79 9 11
63223,12 33 53 54 76 6 11
8856,1 5 42 43 67 25 34 22 18 9 4
59982,14 8 56 53 54 25 43 36 18 50 16 9 4
65050,14 8 49 49 13 5 53 24 53 24 25 34 7
44488,14 8 33 24 25 34 6 50 9 11
12581,1 8 15 16 20 18 16 9 4
47892,12 15 82 15 33 42 24 25 60 9 4
59773,14 8 17 49 17 35 36 9 11
18154,14 8 78 79 83 20 6 11
481,1 8 33 24 25 59 25 60 9 11
8935,14 8 15 21 33 24 25 43 36 9 4
13065,14 8 56 15 33 24 25 34 113 9 4
44876,1 8 17 61 75 76 66 83 18 9 4
51892,14 8 49 58 59 25 34 47 48
61499,1 8 69 5 24 25 59 87 50 9 4
59774,14 8 17 49 17 35 36 9 4
8934,14 8 15 21 33 24 25 43 36 9 11
48114,1 8 17 5 24 42 24 25 29 7
44877,1 8 17 61 75 76 66 83 18 9 11
12580,1 8 15 16 20 18 16 9 11
3866,28 24 92 24 25 43 9 4
8146,14 8 65 42 24 58 24 25 43 62 9 11
49325,1 8 49 33 53 24 25 34 6 9 11
3865,28 24 92 24 25 43 9 11
8145,14 8 65 42 24 58 24 25 43 62 9 4
17290,28 42 24 42 43 67 43 66 50 9 11
47891,12 15 82 15 33 42 24 25 60 9 11
14728,12 65 42 24 25 54 34 9 4
57147,14 8 49 63 24 53 24 25 34 18 9 4
9891,77 24 42 43 67 25 34 16 9 4
60703,14 8 49 49 42 43 34 50 50 9 11
2596,14 8 15 21 33 24 42 43 67 25 34 9 11
57150,14 8 49 63 24 53 24 25 34 18 9 11
7994,1 8 49 61 42 43 34 9 11
7993,1 8 49 61 42 43 34 9 4
55598,1 8 17 5 33 42 24 25 43 62 9 4
37858,28 24 25 43 25 6 7
46485,1 8 33 42 24 25 59 36 9 11
57225,14 8 5 24 25 43 74 18 9 4
37857,28 24 25 43 25 6 11
46486,1 8 33 42 24 25 59 36 9 4
57226,14 8 5 24 25 43 74 18 9 11
9892,77 24 42 43 67 25 34 16 9 11
63859,1 8 49 65 42 43 67 34 9 4
2597,14 8 15 21 33 24 42 43 67 25 34 9 4
32418,1 8 33 24 25 59 25 60 9 4
55597,1 8 17 5 33 42 24 25 43 62 9 11
18155,14 8 78 79 83 20 6 7
55176,14 8 17 15 15 33 24 58 24 25 29 9 4
51396,12 17 49 33 24 25 43 76 38 9 4
64222,1 8 13 5 24 25 25 54 34 7
59000,14 8 49 49 65 42 43 25 6 22 50 50 9 4
37483,14 8 5 24 25 6 10 52 9 4
3440,1 8 82 33 24 42 43 67 25 3 4
37484,14 8 5 24 25 6 10 52 9 11
17553,12 33 53 54 76 9 4
64932,14 8 49 33 24 42 24 53 53 24 25 54 34 9 11
6317,1 8 33 24 25 59 25 3 11
55543,14 8 33 24 42 24 53 24 25 34 22 9 11
39347,1 8 13 5 24 25 97 25 43 66 9 4
17554,12 33 53 54 76 9 11
55177,14 8 17 15 15 33 24 58 24 25 29 9 11
17784,1 8 13 5 24 25 43 40 83 7
51395,12 17 49 33 24 25 43 76 38 9 11
11267,1 8 73 74 22 9 11
64940,14 8 49 33 24 42 24 53 53 24 25 54 34 9 4
11266,1 8 73 74 22 9 4
55546,14 8 33 24 42 24 53 24 25 34 22 9 4
63699,14 8 15 15 49 33 24 58 24 25 34 9 11
36907,14 8 51 33 24 25 6 7
1801,14 8 65 42 43 25 34 22 16 9 11
19214,12 5 24 25 43 66 83 9 11
38884,1 8 86 58 59 25 34 16 9 11
53937,1 8 104 49 33 24 25 43 67 60 105 9 11
23331,1 8 17 49 5 6 9 11
36906,14 8 51 33 24 25 6 11
16090,12 61 77 42 24 25 43 40 81 83 9 11
23330,1 8 17 49 5 6 9 4
640,1 8 33 24 25 59 25 3 4
4890,12 19 33 24 25 34 20 7
38883,1 8 86 58 59 25 34 16 9 4
53936,1 8 104 49 33 24 25 43 67 60 105 9 4
50317,12 49 61 58 59 25 34 50 7
58999,14 8 49 49 65 42 43 25 6 22 50 50 9 11
3439,1 8 82 33 24 42 43 67 25 3 11
16089,12 61 77 42 24 25 43 40 81 83 9 4
22825,14 8 5 33 24 25 29 83 9 11
2964,1 8 15 35 42 43 25 34 9 4
63698,14 8 15 15 49 33 24 58 24 25 34 9 4
2963,1 8 15 35 42 43 25 34 9 11
12043,1 8 35 53 54 6 6 11
770,1 71 31 32 25 43 74 9 11
20904,1 8 37 24 25 6 11
12277,14 8 17 17 33 24 25 34 9 11
59300,14 8 65 42 43 6 18 9 11
2141,1 8 33 24 25 59 25 6 11
31071,1 8 49 63 24 42 43 67 34 50 9 4
2142,1 8 33 24 25 59 25 6 7
12276,14 8 17 17 33 24 25 34 9 4
31072,1 8 49 63 24 42 43 67 34 50 9 11
34986,14 8 65 39 42 43 6 9 11
46137,14 8 35 53 54 25 43 36 16 50 9 4
48047,1 8 17 17 19 21 78 42 24 53 24 25 34 9 4
27437,1 5 24 70 42 70 42 70 42 24 25 34 9 4
767,1 71 31 32 25 43 74 9 4
38626,14 8 15 16 16 18 20 7
46128,14 8 35 53 54 25 43 36 16 50 9 11
16822,14 8 65 42 43 25 6 50 9 4
59301,14 8 65 42 43 6 18 9 4
35934,14 8 17 73 39 40 66 50 16 7
5786,1 8 49 65 42 43 26
32531,1 8 17 5 24 42 24 25 34 7
50175,14 8 49 33 24 25 59 76 74 20 7
16823,14 8 65 42 43 25 6 50 9 11
42694,12 33 24 42 24 42 24 25 55 9 11
36292,1 8 49 33 53 24 42 24 53 24 25 54 74 9 11
30496,1 8 104 112 33 24 25 29 7
40060,12 21 33 24 53 24 53 24 25 54 36 18 9 11
